Nat,Pokemon,Generation,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,EV Worth,Gender,Egg Group I,Egg Group II,Catch,Evolve
990,Iron Treads,IX,90,112,120,72,70,106,570,Ground,Steel,Quark Drive,,,3 Def,None,-,,30,N
991,Iron Bundle,IX,56,80,114,124,60,136,570,Ice,Water,Quark Drive,,,3 Spd,None,-,,50,N
992,Iron Hands,IX,154,140,108,50,68,50,570,Fighting,Electric,Quark Drive,,,3 Atk,None,-,,50,N
993,Iron Jugulis,IX,94,80,86,122,80,108,570,Dark,Flying,Quark Drive,,,3 SpA,None,-,,30,N
994,Iron Moth,IX,80,70,60,140,110,110,570,Fire,Poison,Quark Drive,,,3 SpA,None,-,,30,N
995,Iron Thorns,IX,100,134,110,70,84,72,570,Rock,Electric,Quark Drive,,,3 Atk,None,-,,30,N
996,Frigibax,IX,65,75,45,35,45,55,320,Dragon,Ice,Thermal Exchange,,Ice Body,1 Atk,Neutral,Dragon,Mineral,45,
997,Arctibax,IX,90,95,66,45,65,62,423,Dragon,Ice,Thermal Exchange,,Ice Body,2 Atk,Neutral,Dragon,Mineral,25,Level 35
998,Baxcalibur,IX,115,145,92,75,86,87,600,Dragon,Ice,Thermal Exchange,,Ice Body,3 Atk,Neutral,Dragon,Mineral,10,Level 54
999,Gimmighoul (Chest),IX,45,30,70,75,70,10,300,Ghost,,Rattled,,,1 SpA,None,-,,45,
"1,000",Gholdengo,IX,87,60,95,133,91,84,550,Ghost,Steel,Good as Gold,,,2 SpA,None,-,,45,"Level, 999 Gimmighoul Coins"
"1,001",Wo-Chien,IX,85,85,100,95,165,70,600,Dark,Grass,Tablets of Ruin,,,3 SpD,None,-,,6,N
"1,002",Chien-Pao,IX,80,120,80,90,65,135,570,Dark,Ice,Sword of Ruin,,,3 Spd,None,-,,6,N
"1,003",Ting-Lu,IX,155,110,125,55,80,45,570,Dark,Ground,Vessle of Ruin,,,3 Def,None,-,,6,N
"1,004",Chi-Yu,IX,55,80,80,135,120,100,570,Dark,Fire,Beads of Ruin,,,3 SpA,None,-,,6,N
"1,005",Roaring Moon,IX,105,139,71,55,101,119,590,Dragon,Dark,Protosynthesis,,,3 Atk,None,-,,10,N
"1,006",Iron Valiant,IX,74,130,90,120,60,116,590,Fighting,Fairy,Quark Drive,,,3 Atk,None,-,,10,N
"1,007",Koraidon,IX,100,135,115,85,100,135,670,Fighting,Dragon,Orichalcum Pulse,,,3 Atk,None,-,,3,N
"1,008",Miraidon,IX,100,85,100,135,115,135,670,Electric,Dragon,Hadron Engine,,,3 SpA,None,-,,3,N
"1,009",Walking Wake,IX,99,83,91,125,83,109,590,Water,Dragon,Protosynthesis,,,3 SpA,None,-,,5,N
"1,010",Iron Leaves,IX,90,130,88,70,108,104,590,Grass,Psychic,Quark Drive,,,3 Atk,None,-,,5,N
"1,011",Dipplin,IX,,,,,,,,,,,,,,,,,,
"1,012",Poltchageist,IX,,,,,,,,,,,,,,,,,,
"1,013",Sinistcha,IX,,,,,,,,,,,,,,,,,,
"1,014",Okidogi,IX,,,,,,,,,,,,,,,,,,N
"1,015",Munkidori,IX,,,,,,,,,,,,,,,,,,N
"1,016",Fezandipiti,IX,,,,,,,,,,,,,,,,,,N
"1,017",Ogerpon,IX,,,,,,,,,,,,,,,,,,N
"1,018",Archaludon,IX,,,,,,,,,,,,,,,,,,
"1,019",Hydrapple,IX,,,,,,,,,,,,,,,,,,
"1,020",Gouging Fire,IX,,,,,,,,,,,,,,,,,,
"1,021",Raging Bolt,IX,,,,,,,,,,,,,,,,,,
"1,022",Iron Boulder,IX,,,,,,,,,,,,,,,,,,
"1,023",Iron Crown,IX,,,,,,,,,,,,,,,,,,
"1,024",Terapagos,IX,,,,,,,,,,,,,,None,,,,N
"1,025",Pecharunt,IX,,,,,,,,,,,,,,,,,,
